0,0,0,1,1,2,2
0,1,2,0,2,0,1
3.339,2.61,1.7999999999999998,2.71,0.9,1.9,1.0
3.249,2.52,1.71,2.71,0.81,1.9,1.0
3.168,2.439,1.629,2.71,0.729,1.9,1.0
3.0951,2.3661,1.5560999999999998,2.71,0.6561,1.9,1.0
3.02949,2.30049,1.4904899999999999,2.71,0.59049,1.9,1.0
2.970441,2.241441,1.431441,2.71,0.531441,1.9,1.0
2.9172969,2.1882969,1.3782969,2.71,0.4782969,1.9,1.0
2.86946721,2.1404672099999997,1.33046721,2.71,0.43046721,1.9,1.0
2.826420489,2.097420489,1.287420489,2.71,0.38742048900000003,1.9,1.0
2.7876784401,2.0586784401,1.2486784401,2.71,0.34867844010000004,1.9,1.0
2.7528105960900002,2.02381059609,1.21381059609,2.71,0.31381059609000006,1.9,1.0
2.721429536481,1.992429536481,1.182429536481,2.71,0.2824295364810001,1.9,1.0
2.6931865828329,1.9641865828329,1.1541865828328999,2.71,0.2541865828329001,1.9,1.0
2.66776792454961,1.9387679245496101,1.12876792454961,2.71,0.22876792454961004,1.9,1.0
2.6448911320946493,1.915891132094649,1.105891132094649,2.71,0.20589113209464904,1.9,1.0
2.624302018885184,1.8953020188851841,1.085302018885184,2.71,0.18530201888518416,1.9,1.0
2.6057718169966657,1.8767718169966656,1.0667718169966656,2.71,0.16677181699666577,1.9,1.0
2.5890946352969992,1.8600946352969991,1.050094635296999,2.71,0.15009463529699918,1.9,1.0
2.5740851717672992,1.8450851717672991,1.035085171767299,2.71,0.13508517176729928,1.9,1.0
2.5605766545905695,1.8315766545905694,1.0215766545905693,2.71,0.12157665459056932,1.9,1.0
2.5484189891315125,1.8194189891315125,1.0094189891315124,2.71,0.10941898913151238,1.9,1.0
2.537477090218361,1.8084770902183611,0.9984770902183611,2.71,0.09847709021836115,1.9,1.0
2.527629381196525,1.798629381196525,0.988629381196525,2.71,0.08862938119652508,1.9,1.0
2.5187664430768724,1.7897664430768725,0.9797664430768724,2.71,0.07976644307687253,1.9,1.0
2.5107897987691854,1.7817897987691853,0.9717897987691851,2.71,0.07178979876918523,1.9,1.0
2.503610818892267,1.7746108188922667,0.9646108188922666,2.71,0.06461081889226672,1.9,1.0
2.49714973700304,1.7681497370030401,0.95814973700304,2.71,0.05814973700304005,1.9,1.0
2.491334763302736,1.762334763302736,0.9523347633027359,2.71,0.05233476330273601,1.9,1.0
2.4861012869724624,1.7571012869724623,0.9471012869724623,2.71,0.04710128697246241,1.9,1.0
2.4813911582752164,1.752391158275216,0.942391158275216,2.71,0.04239115827521611,1.9,1.0
2.4771520424476945,1.7481520424476944,0.9381520424476945,2.71,0.038152042447694545,1.9,1.0
2.473336838202925,1.744336838202925,0.934336838202925,2.71,0.0343368382029251,1.9,1.0
2.4699031543826324,1.7409031543826325,0.9309031543826325,2.71,0.03090315438263258,1.9,1.0
2.4668128389443695,1.7378128389443694,0.9278128389443693,2.71,0.027812838944369367,1.9,1.0
2.4640315550499325,1.7350315550499325,0.9250315550499324,2.71,0.025031555049932486,1.9,1.0
2.4615283995449393,1.7325283995449392,0.9225283995449391,2.71,0.022528399544939237,1.9,1.0
2.4592755595904454,1.7302755595904453,0.9202755595904453,2.71,0.020275559590445358,1.9,1.0
2.457248003631401,1.7282480036314007,0.9182480036314007,2.71,0.018248003631400778,1.9,1.0
2.4554232032682606,1.7264232032682607,0.9164232032682607,2.71,0.016423203268260744,1.9,1.0
2.4537808829414347,1.7247808829414346,0.9147808829414346,2.71,0.014780882941434648,1.9,1.0
2.4523027946472915,1.7233027946472912,0.9133027946472911,2.71,0.013302794647291227,1.9,1.0
2.450972515182562,1.721972515182562,0.9119725151825621,2.71,0.011972515182562149,1.9,1.0
2.449775263664306,1.7207752636643059,0.9107752636643058,2.71,0.010775263664305923,1.9,1.0
